postId,post_title,posting_score,exposure_score,score_가독성,score_주제,score_콘텐츠,score_키워드,score_형태소,score_후기/정보,publish_time,content_with_space,content_without_space,morpheme_count,word_count,valid_images,invalid_images,top_category_name,top_category_percentage,average,sum_유입,sum_조회,average_C
223185551859,"까맣게 색이 변한 앞니, 어떻게 개선을 도와드렸을까? 오산동치과추천 받고 오셨던 분",준최5-Lv.3,37.71,77.93,67.2,69.1,83.48,56.07,73.0,2023-08-16 23,1477.0,1128.0,285.0,89.0,1.0,4.0,건강·의학,55.8%,,18.0,112,0.004672713639061729
223372527171,"""앞니가 부러졌어요."" 동탄호수공원 치과 전치부 임플란트 케이스",준최5-Lv.3,36.47,76.59,72.86,60.53,82.14,58.0,76.0,2024-03-04 12,1668.0,1268.0,322.0,130.0,3.0,5.0,건강·의학,53.92%,,18.0,69,0.009559983756816336
223445765237,"앞니 벌어짐, 오산동 치과 애서는 단 30분 만에 해결할 수 있습니다😊",저품질1,0.0,76.73,70.05,59.39,81.55,61.63,65.0,2024-05-13 22,1566.0,1181.0,316.0,101.0,0.0,3.0,건강·의학,55.11%,,18.0,53,0.0013881407498846617
223783492274,신경치료 한 부위 치아가 어둡다면 동탄역 치과 에서는 어떻게 치료하게 될까요?,준최5-Lv.3,36.47,77.14,64.57,62.02,79.74,48.84,83.0,2025-03-04 18,1840.0,1398.0,352.0,139.0,6.0,2.0,건강·의학,53.55%,,17.0,54,0.012794572328510882
223188852298,동탄임플란트 치과에서 상악동 거상술을 동반한 식립을 진행했던 스토리,준최5-Lv.3,37.71,75.34,69.84,59.67,85.42,56.94,64.0,2023-08-20 23,1570.0,1194.0,310.0,106.0,2.0,2.0,건강·의학,56.21%,,16.0,74,0.0017863095742577052
223574319522,"동탄 치과 초기 충치 치료, 왜 시기를 놓치면 안 될까요? 발치부터 임플란트 식립까지 증례",저품질1,0.0,79.19,61.55,59.9,85.94,63.33,78.0,2024-09-06 11,1650.0,1247.0,311.0,113.0,2.0,2.0,건강·의학,54.97%,,16.0,50,0.027505165810606903
223786013522,앞니가 깨졌을 때 동탄신도시 치과 에서 레진 치료를 통해 자연스러운 형태의 치아로 되찾을 수 있습니다.,일반,0.0,77.56,0.0,66.58,77.25,59.68,83.0,2025-03-06 16,2037.0,1552.0,363.0,144.0,1.0,2.0,건강·의학,53.85%,0.16,16.0,65,0.01669238923058957
223566420908,앞니 깨짐 어떤 치료를 받아야 할까? 동탄동 치과,저품질1,0.0,78.33,75.49,60.26,77.42,49.38,84.0,2024-08-30 15,1668.0,1261.0,318.0,114.0,0.0,3.0,건강·의학,58.33%,,15.0,72,0.006472652385600976
223569663447,"""양쪽 어금니가 흔들리고 아파요"" 오산동 치과 양쪽 어금니 발치 후 임플란트 과정",저품질1,0.0,77.5,68.92,60.38,82.21,65.92,7.0,2024-09-02 18,1673.0,1274.0,314.0,121.0,0.0,3.0,건강·의학,62.14%,,15.0,46,0.006995526471458148
223883326729,"동탄동 충치치료, 앞니 사이 레진의 장점 및 적응증에 대하여",준최5-Lv.3,37.71,73.24,68.61,61.54,88.7,47.71,55.0,2025-05-30 19,1765.0,1338.0,370.0,139.0,5.0,2.0,건강·의학,54.17%,,15.0,144,0.0008215957095777456
223875842051,"화성 소아진료 치과, 앞니 부러짐 꼭 신경치료를 해야 될까요? (feat. 치수복조에 대하여)",준최5-Lv.3,37.71,72.51,60.99,62.12,87.56,57.2,80.0,2025-05-23 23,1882.0,1436.0,376.0,144.0,4.0,3.0,건강·의학,52.65%,0.18,15.0,53,0.0027153891859774213
223209608215,"동탄치과 '잇몸에서 나오는 고름, 어떻게 해결할 수 있을까?'",준최5-Lv.3,37.71,75.1,75.18,67.7,79.4,58.33,13.0,2023-09-12 19,1271.0,972.0,278.0,86.0,2.0,3.0,건강·의학,51.77%,,14.0,91,0.0029223636658549873
223249211681,치아 뿌리를 잘라서 자연치를 살릴 수 있다? 화성치과 보존과 전문의의 치근단 절제술 과정,저품질1,0.0,73.26,67.48,65.69,80.27,56.46,57.0,2023-10-28 22,1021.0,776.0,229.0,86.0,1.0,5.0,건강·의학,59.7%,,14.0,65,0.00035632606387323365
223390910030,"치아 사이에 생긴 충치, 동탄역 치과 이맥스 인레이로 티 안 나게 메꿔드렸습니다🫢",저품질1,0.0,79.28,67.32,59.06,83.35,62.68,73.0,2024-03-21 17,1505.0,1134.0,311.0,99.0,0.0,3.0,건강·의학,46.26%,,14.0,69,0.005334608238760317
223880001893,동탄 신경치료 까지 이어질 뻔 했던 골드 인레이 속 2차 우식,준최5-Lv.3,37.71,74.09,67.46,61.86,83.37,40.59,65.0,2025-05-27 22,1825.0,1405.0,366.0,172.0,3.0,2.0,건강·의학,57.36%,,14.0,80,0.008025457699370743
223247611266,잇몸과 치아 사이(치경부)에도 충치가 생길 수 있나요? 동탄치과,저품질1,0.0,76.26,69.45,66.96,78.94,54.92,38.0,2023-10-26 22,1179.0,893.0,266.0,88.0,0.0,4.0,건강·의학,54.33%,,13.0,131,0.002518315018315018
223416621409,"상악동과 거리가 가까운 소구치, 동탄역 치과 의 안전한 임플란트 식립 과정!",준최5-Lv.3,36.47,75.38,64.08,61.4,79.2,58.54,72.0,2024-04-15 22,1793.0,1356.0,340.0,138.0,0.0,13.0,건강·의학,49.76%,,13.0,58,0.006069001619849078
223911334860,"화성 동탄 치과 와 함께 보는, 옆면에 발생한 충치치료 후 세라믹 인레이 사례",준최5-Lv.3,37.71,77.0,66.98,71.46,80.52,53.97,97.0,2025-06-25 16,2461.0,1861.0,417.0,166.0,3.0,4.0,건강·의학,52.06%,,13.0,142,0.01276615283878384
223214107371,"치아 상실 및 정출, 동탄역치과 고난도 임플란트 식립으로 개선을 도와드렸던 증례",준최5-Lv.3,37.71,76.18,64.07,59.45,80.53,54.88,66.0,2023-09-17 22,1549.0,1172.0,322.0,118.0,3.0,1.0,건강·의학,54.65%,,12.0,56,0.0007171893147502903
223665255366,동탄동 치과 결손된 어금니로 인한 임플란트 상악동 거상술 과정과 수술 후 주의 사항,준최5-Lv.3,37.71,76.84,68.28,60.65,79.18,61.27,74.0,2024-11-18 19,1722.0,1307.0,307.0,114.0,2.0,4.0,건강·의학,62.25%,,12.0,59,0.01060015886839763
223857788386,동탄동 치과 에서 사례로 설명드리는 '깨진 인레이'에 대하여,준최5-Lv.3,37.71,74.19,70.74,60.75,77.12,36.07,61.0,2025-05-07 14,1722.0,1310.0,346.0,147.0,2.0,2.0,건강·의학,54.46%,,12.0,153,0.004588683912685691
223505228904,보철 내부에 발생한 이차 우식 오산동 치과 에서 깔끔하게 치료해 드린 사례,준최5-Lv.3,37.71,78.73,67.9,61.07,81.94,65.78,81.0,2024-07-08 11,1771.0,1353.0,306.0,102.0,0.0,4.0,건강·의학,57.65%,,11.0,81,0.026666666666666665
223529572559,"화성 치과 임플란트 증례 보이지 않는 염증, 치아를 갉아먹고 있을 수 있습니다.",준최5-Lv.3,37.71,78.61,60.12,59.74,87.74,60.39,75.0,2024-08-01 09,1602.0,1225.0,313.0,104.0,2.0,4.0,건강·의학,52.87%,,11.0,61,0.002947269303201507
223894869681,"화성 오산동 신경치료 이후 발생한 염증, 자연치아를 살릴 수 있는 접근법",준최5-Lv.3,37.71,70.89,64.67,71.35,86.27,57.23,81.0,2025-06-10 18,2440.0,1854.0,421.0,185.0,2.0,5.0,건강·의학,49.39%,,10.0,154,0.022367632367632367
223610202977,오산동 치과 [틀니보다 임플란트가 편한 이유는 무엇일까?],준최5-Lv.3,37.71,76.49,76.09,61.38,81.4,50.55,81.0,2024-10-07 15,1812.0,1374.0,320.0,130.0,3.0,2.0,건강·의학,61%,,10.0,38,0.0002898550724637681
223841268715,치아 빠졌을 때 나타날 수 있는 구강 변화 화성 치과 에서 뼈이식 임플란트를 통한 회복 과정.,준최5-Lv.3,37.71,75.6,64.23,61.81,76.02,68.55,82.0,2025-04-21 11,1857.0,1418.0,308.0,127.0,3.0,2.0,건강·의학,63.49%,,10.0,29,0.0007435626285740702
223735795643,동탄역 치과 치주염 증상으로 인한 어금니 흔들림 임플란트 상악동 거상술 측방 접근법을 진행 한 과정,준최5-Lv.3,37.71,79.99,67.02,60.38,83.81,62.36,78.0,2025-01-23 14,1696.0,1290.0,326.0,120.0,1.0,4.0,건강·의학,55.28%,,9.0,46,0.010101010101010102
223872218238,치아 머리 파절 및 만성치주염까지 동반된 어금니 동탄역 임플란트,준최5-Lv.3,37.71,74.15,70.3,62.44,81.1,49.74,68.0,2025-05-20 22,1896.0,1452.0,356.0,180.0,2.0,3.0,건강·의학,65.71%,,9.0,58,0.01093382807668522
223408605557,"[ 동탄역 치과 ] 치아 탈회, 흰색 반점 레진 치료 전, 후 비교",저품질1,0.0,74.55,71.81,69.19,86.41,66.53,15.0,2024-04-07 21,1483.0,1109.0,299.0,106.0,0.0,3.0,건강·의학,55.17%,,9.0,28,0.01050668333277029
223350038257,상악동과 거리가 가깝다면 임플란트를 심을 수 없는 걸까? 동탄2목동치과,준최5-Lv.3,37.71,75.51,62.37,69.59,79.96,53.71,71.0,2024-02-10 23,1483.0,1128.0,298.0,104.0,4.0,3.0,건강·의학,50%,,8.0,45,0.005231481481481482
223564055125,깨진 수복물 어떻게 해야 되나요? 세라믹 인레이로 치료한 케이스 동탄역 치과,저품질1,0.0,77.35,63.81,60.53,79.69,57.04,80.0,2024-08-28 17,1678.0,1281.0,317.0,116.0,0.0,4.0,건강·의학,55.22%,,8.0,63,0.00042463722209215316
223802571164,"임플란트 부러짐, 재수술해야 될 수 있습니다 동탄역 치과 에서 크게 흔들리는 보철 정확한 원인 분석 후 치료 과정까지 살펴봅시다.",준최5-Lv.3,36.47,76.4,61.04,61.87,76.78,60.06,96.0,2025-03-19 18,1846.0,1406.0,338.0,140.0,6.0,4.0,건강·의학,59.63%,,8.0,73,0.011651974005850134
223832442086,안전한 임플란트 시술을 위한 방법 동탄역 치과 상악동 거상술 살펴봅시다.,준최5-Lv.3,37.71,76.55,68.91,68.7,81.78,62.06,100.0,2025-04-14 11,2224.0,1701.0,358.0,171.0,6.0,1.0,건강·의학,51.63%,,8.0,40,0.008942550505050505
223883087276,오산동 에서 알려드리는 치근단염을 방치하다 뼈가 더 녹기 전 신경치료 통해 살린 증례,준최5-Lv.3,36.47,71.83,61.23,61.83,75.64,32.34,78.0,2025-05-30 14,1829.0,1384.0,359.0,134.0,5.0,3.0,건강·의학,59.35%,,8.0,89,0.023636363636363636
223464390508,치아에 발생한 염증 가만히 두면 큰일 납니다!! 동탄역 치과 재신경치료&크라운,준최5-Lv.3,37.71,78.25,66.15,69.29,78.5,59.52,83.0,2024-05-31 11,1449.0,1113.0,309.0,111.0,3.0,2.0,건강·의학,55.76%,,7.0,58,0.000671372574357649
223772043532,동탄2 치과 심한 골소실이 있는 케이스 지연 식립과 뼈이식을 통해 임플란트를 심어드렸습니다.,준최5-Lv.3,37.71,78.91,68.94,60.21,77.52,57.5,77.0,2025-02-24 18,1702.0,1296.0,312.0,123.0,1.0,3.0,건강·의학,65.05%,,7.0,38,0.00020202020202020202
223809471767,잇몸 염증 때문에 뼈가 파괴될 수 있습니다 동탄 치과 에서 발견한 치근단 병소 발치 후 임플란트로 회복하는 과정.,준최5-Lv.3,37.71,75.96,64.9,61.46,76.92,65.48,100.0,2025-03-25 17,1824.0,1391.0,329.0,128.0,4.0,1.0,건강·의학,60.92%,,7.0,48,0.0006144781144781145
223305026270,Implant 심을 자리가 부족하다면? 동탄 임플란트 식립 과정,준최5-Lv.3,37.71,76.53,70.31,60.01,84.51,58.86,66.0,2023-12-27 22,1625.0,1240.0,324.0,109.0,2.0,2.0,건강·의학,45.09%,,6.0,57,0.0003703703703703704
223515640939,"오산동 치과 실제 사례 , 깨진 인레이 이렇게 치료해야 됩니다.",저품질1,0.0,77.33,72.56,59.66,84.67,58.71,80.0,2024-07-17 11,1607.0,1223.0,293.0,101.0,2.0,1.0,건강·의학,54.1%,,6.0,52,0.0007729468599033817
223539343578,"동탄동 치과 자꾸만 거슬리는 앞니 사이 충치, 레진과 크라운 치료로 예쁘게 재탄생",준최5-Lv.3,37.71,77.09,65.17,66.96,83.42,66.23,20.0,2024-08-15 11,2055.0,1564.0,364.0,132.0,4.0,2.0,건강·의학,51.1%,,6.0,92,0.0023863636363636366
223790580014,앞니 부러짐 동탄동 치과 에서 발치 즉시 임플란트 통해 빠르게 치유할 수 있었던 이유.,준최5-Lv.3,37.71,77.79,66.91,67.0,78.53,63.27,80.0,2025-03-10 11,2099.0,1577.0,343.0,143.0,0.0,5.0,건강·의학,55.89%,,6.0,39,0.0006368028107158542
223347599407,동탄역 치과 에서는 벌어진 앞니 당일 치료가 가능하다?!,저품질1,0.0,75.86,76.21,67.36,83.45,64.55,15.0,2024-02-07 23,1269.0,949.0,274.0,85.0,2.0,1.0,건강·의학,53.54%,,5.0,34,0.014080479649486912
223903759866,동탄역 치과 에서 주의 드리는 재발 충치치료의 위험성에 대하여,준최5-Lv.3,37.71,74.35,69.91,60.18,82.06,41.64,71.0,2025-06-18 18,1647.0,1242.0,348.0,140.0,2.0,3.0,건강·의학,54.88%,,5.0,151,0.001896551724137931
223338916153,오산동 치과 1대1 맞춤 진료를 통한 뼈이식 임플란트 식립 사례,준최5-Lv.3,37.71,77.53,68.08,59.14,80.2,59.8,62.0,2024-01-30 23,1525.0,1153.0,308.0,108.0,2.0,4.0,건강·의학,54.12%,,5.0,65,0.0003636363636363636
223819383233,임플란트 주위염 오산동 치과 에서 실패한 수술 뼈이식과 재식립 통해 회복할 수 있었습니다.,준최5-Lv.3,37.71,77.1,66.48,63.27,84.96,61.26,99.0,2025-04-02 15,2013.0,1531.0,358.0,160.0,1.0,5.0,건강·의학,63.04%,,3.0,47,0.0013347763347763349
