"searchQuery","date","pc","mobile"
"치아 균","2024-09",1,10
"치아 균","2024-03",5,20
"치아 균","2024-07",3,10
"치아 균","2023-08",5,10
"치아 균","2024-08",5,20
"치아 균","2024-12",2,10
"치아 균","2024-02",1,10
"치아 균","2023-10",4,10
"치아 균","2023-12",2,10
"치아 균","2024-04",7,10
"치아 균","2025-06",4,10
"치아 균","2024-11",2,20
"치아 균","2025-03",3,10
"치아 균","2025-04",2,10
"치아 균","2023-07",0,30
"치아 균","2023-09",5,20
"치아 균","2024-01",5,10
"치아 균","2024-05",7,20
"치아 균","2025-02",2,10
"치아 균","2023-11",3,10
"치아 균","2024-10",5,10
"치아 균","2025-01",0,10
"치아 균","2025-05",2,10
"라미네이트 레진","2024-06",10,30
"라미네이트 레진","2024-09",7,30
"라미네이트 레진","2024-03",10,30
"라미네이트 레진","2024-07",10,40
"라미네이트 레진","2023-08",9,40
"라미네이트 레진","2024-08",10,50
"라미네이트 레진","2024-12",7,40
"라미네이트 레진","2024-02",10,50
"라미네이트 레진","2023-10",10,30
"라미네이트 레진","2023-12",8,20
"라미네이트 레진","2024-04",10,30
"라미네이트 레진","2025-06",9,30
"라미네이트 레진","2024-11",7,40
"라미네이트 레진","2025-03",10,40
"라미네이트 레진","2025-04",7,50
"라미네이트 레진","2023-07",7,30
"라미네이트 레진","2023-09",8,50
"라미네이트 레진","2024-01",10,40
"라미네이트 레진","2024-05",10,30
"라미네이트 레진","2025-02",8,30
"라미네이트 레진","2023-11",10,30
"라미네이트 레진","2024-10",10,30
"라미네이트 레진","2025-01",8,40
"라미네이트 레진","2025-05",5,40
"치아 뒷면 깨짐","2025-06",0,10
"치아 뒷면 깨짐","2024-05",1,10
"동탄역라미네이트","2024-02",0,10
"동탄역라미네이트","2023-07",0,10
"치아 뿌리 변색","2024-06",1,20
"치아 뿌리 변색","2024-09",3,30
"치아 뿌리 변색","2024-03",1,10
"치아 뿌리 변색","2024-07",1,20
"치아 뿌리 변색","2023-08",0,30
"치아 뿌리 변색","2024-08",2,10
"치아 뿌리 변색","2024-12",2,30
"치아 뿌리 변색","2024-02",7,20
"치아 뿌리 변색","2023-10",6,30
"치아 뿌리 변색","2023-12",1,20
"치아 뿌리 변색","2024-04",0,10
"치아 뿌리 변색","2025-06",4,20
"치아 뿌리 변색","2024-11",6,20
"치아 뿌리 변색","2025-03",4,20
"치아 뿌리 변색","2025-04",4,20
"치아 뿌리 변색","2023-07",4,10
"치아 뿌리 변색","2023-09",0,30
"치아 뿌리 변색","2024-01",4,20
"치아 뿌리 변색","2024-05",6,20
"치아 뿌리 변색","2025-02",3,20
"치아 뿌리 변색","2023-11",4,20
"치아 뿌리 변색","2024-10",6,20
"치아 뿌리 변색","2025-01",4,20
"치아 뿌리 변색","2025-05",3,10
"치아뿌리 변색","2024-06",1,20
"치아뿌리 변색","2024-09",3,30
"치아뿌리 변색","2024-03",1,10
"치아뿌리 변색","2024-07",1,20
"치아뿌리 변색","2023-08",0,30
"치아뿌리 변색","2024-08",2,10
"치아뿌리 변색","2024-12",2,30
"치아뿌리 변색","2024-02",7,20
"치아뿌리 변색","2023-10",6,30
"치아뿌리 변색","2023-12",1,20
"치아뿌리 변색","2024-04",0,10
"치아뿌리 변색","2025-06",4,20
"치아뿌리 변색","2024-11",6,20
"치아뿌리 변색","2025-03",4,20
"치아뿌리 변색","2025-04",4,20
"치아뿌리 변색","2023-07",4,10
"치아뿌리 변색","2023-09",0,30
"치아뿌리 변색","2024-01",4,20
"치아뿌리 변색","2024-05",6,20
"치아뿌리 변색","2025-02",3,20
"치아뿌리 변색","2023-11",4,20
"치아뿌리 변색","2024-10",6,20
"치아뿌리 변색","2025-01",4,20
"치아뿌리 변색","2025-05",3,10
"잇몸 퇴축 임플란트","2024-06",2,10
"잇몸 퇴축 임플란트","2024-09",2,20
"잇몸 퇴축 임플란트","2024-03",4,20
"잇몸 퇴축 임플란트","2024-07",7,20
"잇몸 퇴축 임플란트","2023-08",5,20
"잇몸 퇴축 임플란트","2024-08",10,30
"잇몸 퇴축 임플란트","2024-12",3,10
"잇몸 퇴축 임플란트","2024-02",3,10
"잇몸 퇴축 임플란트","2023-10",3,20
"잇몸 퇴축 임플란트","2023-12",3,10
"잇몸 퇴축 임플란트","2024-04",5,20
"잇몸 퇴축 임플란트","2025-06",4,30
"잇몸 퇴축 임플란트","2024-11",0,10
"잇몸 퇴축 임플란트","2025-03",2,20
"잇몸 퇴축 임플란트","2025-04",5,30
"잇몸 퇴축 임플란트","2023-07",2,30
"잇몸 퇴축 임플란트","2023-09",2,20
"잇몸 퇴축 임플란트","2024-01",2,20
"잇몸 퇴축 임플란트","2024-05",1,20
"잇몸 퇴축 임플란트","2025-02",3,20
"잇몸 퇴축 임플란트","2023-11",4,30
"잇몸 퇴축 임플란트","2024-10",6,40
"잇몸 퇴축 임플란트","2025-01",2,20
"잇몸 퇴축 임플란트","2025-05",2,20
"크랙 인레이","2024-08",1,10
"크랙 인레이","2024-12",1,10
"크랙 인레이","2024-04",3,10
"크랙 인레이","2023-07",3,10
"크랙 인레이","2023-09",0,10
"크랙 인레이","2024-05",1,10
"크랙 인레이","2025-02",2,10
"크랙 인레이","2023-11",2,10
"어금니 인레이 크라운","2023-08",1,10
"어금니 인레이 크라운","2024-12",1,10
"어금니 인레이 크라운","2024-02",3,10
"어금니 인레이 크라운","2023-10",2,10
"어금니 인레이 크라운","2023-12",4,10
"어금니 인레이 크라운","2024-04",4,10
"어금니 인레이 크라운","2024-11",5,10
"어금니 인레이 크라운","2025-03",7,10
"어금니 인레이 크라운","2025-04",1,10
"어금니 인레이 크라운","2024-05",2,10
"어금니 인레이 크라운","2025-02",3,10
"어금니 인레이 크라운","2023-11",2,10
"어금니 인레이 크라운","2025-01",8,10
"어금니 인레이 크라운","2025-05",0,10
"골드 인레이 크랙","2024-06",4,10
"골드 인레이 크랙","2024-09",10,20
"골드 인레이 크랙","2024-03",7,20
"골드 인레이 크랙","2024-07",9,10
"골드 인레이 크랙","2023-08",5,10
"골드 인레이 크랙","2024-08",10,10
"골드 인레이 크랙","2024-12",9,20
"골드 인레이 크랙","2024-02",7,10
"골드 인레이 크랙","2023-10",6,20
"골드 인레이 크랙","2023-12",4,20
"골드 인레이 크랙","2024-04",6,10
"골드 인레이 크랙","2025-06",7,10
"골드 인레이 크랙","2024-11",4,20
"골드 인레이 크랙","2025-03",2,10
"골드 인레이 크랙","2025-04",8,10
"골드 인레이 크랙","2023-07",6,20
"골드 인레이 크랙","2023-09",0,20
"골드 인레이 크랙","2024-01",10,10
"골드 인레이 크랙","2024-05",6,20
"골드 인레이 크랙","2025-02",6,10
"골드 인레이 크랙","2023-11",10,20
"골드 인레이 크랙","2024-10",9,20
"골드 인레이 크랙","2025-01",5,10
"골드 인레이 크랙","2025-05",5,20
"어금니크랙 인레이","2024-06",6,10
"어금니크랙 인레이","2024-03",1,10
"어금니크랙 인레이","2024-12",0,10
"어금니크랙 인레이","2025-06",0,10
"어금니크랙 인레이","2023-07",1,10
"치아파절 크라운","2024-06",30,50
"치아파절 크라운","2024-09",20,60
"치아파절 크라운","2024-03",20,80
"치아파절 크라운","2024-07",20,80
"치아파절 크라운","2023-08",10,80
"치아파절 크라운","2024-08",20,70
"치아파절 크라운","2024-12",10,70
"치아파절 크라운","2024-02",10,50
"치아파절 크라운","2023-10",10,70
"치아파절 크라운","2023-12",10,90
"치아파절 크라운","2024-04",10,80
"치아파절 크라운","2025-06",30,130
"치아파절 크라운","2024-11",10,60
"치아파절 크라운","2025-03",20,80
"치아파절 크라운","2025-04",20,90
"치아파절 크라운","2023-07",20,70
"치아파절 크라운","2023-09",20,60
"치아파절 크라운","2024-01",20,90
"치아파절 크라운","2024-05",10,70
"치아파절 크라운","2025-02",30,90
"치아파절 크라운","2023-11",10,70
"치아파절 크라운","2024-10",30,60
"치아파절 크라운","2025-01",20,60
"치아파절 크라운","2025-05",10,140
"흔들리는 이 신경치료","2024-06",0,10
"흔들리는 이 신경치료","2023-12",1,10
"흔들리는 이 신경치료","2025-06",3,10
"흔들리는 이 신경치료","2024-01",1,10
"흔들리는 치아 통증","2024-06",0,20
"흔들리는 치아 통증","2024-09",5,20
"흔들리는 치아 통증","2024-03",1,20
"흔들리는 치아 통증","2024-07",4,20
"흔들리는 치아 통증","2023-08",0,10
"흔들리는 치아 통증","2024-08",4,20
"흔들리는 치아 통증","2024-12",2,20
"흔들리는 치아 통증","2024-02",4,20
"흔들리는 치아 통증","2023-10",0,10
"흔들리는 치아 통증","2023-12",2,10
"흔들리는 치아 통증","2024-04",3,20
"흔들리는 치아 통증","2025-06",3,20
"흔들리는 치아 통증","2024-11",2,20
"흔들리는 치아 통증","2025-03",4,50
"흔들리는 치아 통증","2025-04",3,30
"흔들리는 치아 통증","2023-07",4,10
"흔들리는 치아 통증","2023-09",3,20
"흔들리는 치아 통증","2024-01",1,30
"흔들리는 치아 통증","2024-05",5,30
"흔들리는 치아 통증","2025-02",3,40
"흔들리는 치아 통증","2023-11",1,20
"흔들리는 치아 통증","2024-10",4,10
"흔들리는 치아 통증","2025-01",3,40
"흔들리는 치아 통증","2025-05",2,50
"임플란트 재식립기간","2023-12",4,10
"임플란트 재식립기간","2025-06",5,10
"임플란트 재식립기간","2025-03",1,20
"임플란트 재식립기간","2025-04",4,10
"임플란트 재식립기간","2023-11",0,10
"임플란트 재식립기간","2025-05",8,10
"상악동 거상술 측방","2024-06",7,10
"상악동 거상술 측방","2024-09",6,10
"상악동 거상술 측방","2024-03",6,20
"상악동 거상술 측방","2024-07",10,10
"상악동 거상술 측방","2024-08",6,10
"상악동 거상술 측방","2024-12",9,10
"상악동 거상술 측방","2024-02",3,20
"상악동 거상술 측방","2023-10",3,10
"상악동 거상술 측방","2023-12",2,10
"상악동 거상술 측방","2024-04",6,10
"상악동 거상술 측방","2025-06",7,10
"상악동 거상술 측방","2024-11",8,10
"상악동 거상술 측방","2025-03",9,10
"상악동 거상술 측방","2025-04",6,10
"상악동 거상술 측방","2023-07",5,10
"상악동 거상술 측방","2024-01",8,30
"상악동 거상술 측방","2024-05",5,10
"상악동 거상술 측방","2023-11",5,10
"상악동 거상술 측방","2024-10",6,10
"상악동 거상술 측방","2025-01",3,10
"상악동 거상술 측방","2025-05",9,10
"앞니 아랫니 브릿지","2024-06",0,10
"신경치료후 치아 뿌리 염증","2024-09",2,10
"신경치료후 치아 뿌리 염증","2023-10",2,10
"신경치료후 치아 뿌리 염증","2023-07",1,10
"신경치료후 치아 뿌리 염증","2025-01",0,10
"앞니 뿌리 통증","2024-06",2,20
"앞니 뿌리 통증","2024-03",3,10
"앞니 뿌리 통증","2024-07",0,10
"앞니 뿌리 통증","2023-08",0,10
"앞니 뿌리 통증","2024-08",4,10
"앞니 뿌리 통증","2024-12",1,10
"앞니 뿌리 통증","2024-02",0,10
"앞니 뿌리 통증","2023-10",1,10
"앞니 뿌리 통증","2023-12",1,20
"앞니 뿌리 통증","2024-04",5,20
"앞니 뿌리 통증","2025-06",6,20
"앞니 뿌리 통증","2024-11",2,10
"앞니 뿌리 통증","2025-03",1,20
"앞니 뿌리 통증","2025-04",3,20
"앞니 뿌리 통증","2023-09",1,10
"앞니 뿌리 통증","2024-01",1,20
"앞니 뿌리 통증","2024-05",4,10
"앞니 뿌리 통증","2025-02",0,20
"앞니 뿌리 통증","2023-11",2,20
"앞니 뿌리 통증","2024-10",5,20
"앞니 뿌리 통증","2025-01",2,10
"앞니 뿌리 통증","2025-05",0,10
"신경치료 후 뿌리염증","2024-06",10,40
"신경치료 후 뿌리염증","2024-09",9,30
"신경치료 후 뿌리염증","2024-03",8,40
"신경치료 후 뿌리염증","2024-07",8,30
"신경치료 후 뿌리염증","2023-08",6,40
"신경치료 후 뿌리염증","2024-08",10,30
"신경치료 후 뿌리염증","2024-12",4,20
"신경치료 후 뿌리염증","2024-02",7,30
"신경치료 후 뿌리염증","2023-10",10,20
"신경치료 후 뿌리염증","2023-12",4,20
"신경치료 후 뿌리염증","2024-04",3,40
"신경치료 후 뿌리염증","2025-06",10,40
"신경치료 후 뿌리염증","2024-11",9,40
"신경치료 후 뿌리염증","2025-03",20,20
"신경치료 후 뿌리염증","2025-04",8,20
"신경치료 후 뿌리염증","2023-07",8,70
"신경치료 후 뿌리염증","2023-09",3,20
"신경치료 후 뿌리염증","2024-01",8,20
"신경치료 후 뿌리염증","2024-05",4,30
"신경치료 후 뿌리염증","2025-02",6,30
"신경치료 후 뿌리염증","2023-11",9,30
"신경치료 후 뿌리염증","2024-10",10,20
"신경치료 후 뿌리염증","2025-01",5,30
"신경치료 후 뿌리염증","2025-05",8,10
"치아뿌리염증","2024-06",300,1780
"치아뿌리염증","2024-09",310,1860
"치아뿌리염증","2024-03",300,2060
"치아뿌리염증","2024-07",360,2020
"치아뿌리염증","2023-08",260,1930
"치아뿌리염증","2024-08",260,2040
"치아뿌리염증","2024-12",290,1830
"치아뿌리염증","2024-02",310,2030
"치아뿌리염증","2023-10",250,1940
"치아뿌리염증","2023-12",250,2010
"치아뿌리염증","2024-04",290,2040
"치아뿌리염증","2025-06",180,1170
"치아뿌리염증","2024-11",270,1580
"치아뿌리염증","2025-03",210,1440
"치아뿌리염증","2025-04",230,1260
"치아뿌리염증","2023-07",220,1960
"치아뿌리염증","2023-09",210,1680
"치아뿌리염증","2024-01",320,2240
"치아뿌리염증","2024-05",320,2000
"치아뿌리염증","2025-02",250,1410
"치아뿌리염증","2023-11",320,1950
"치아뿌리염증","2024-10",290,1800
"치아뿌리염증","2025-01",200,1680
"치아뿌리염증","2025-05",190,1220
"크라운 치료 후 염증","2024-06",2,20
"크라운 치료 후 염증","2024-09",3,20
"크라운 치료 후 염증","2024-03",4,30
"크라운 치료 후 염증","2024-07",0,10
"크라운 치료 후 염증","2023-08",2,20
"크라운 치료 후 염증","2024-08",5,10
"크라운 치료 후 염증","2024-12",3,10
"크라운 치료 후 염증","2024-02",1,20
"크라운 치료 후 염증","2023-10",4,10
"크라운 치료 후 염증","2023-12",4,20
"크라운 치료 후 염증","2024-04",6,20
"크라운 치료 후 염증","2025-06",5,10
"크라운 치료 후 염증","2024-11",4,10
"크라운 치료 후 염증","2025-03",3,10
"크라운 치료 후 염증","2025-04",1,20
"크라운 치료 후 염증","2023-07",0,10
"크라운 치료 후 염증","2023-09",4,10
"크라운 치료 후 염증","2024-01",1,20
"크라운 치료 후 염증","2024-05",3,10
"크라운 치료 후 염증","2025-02",7,30
"크라운 치료 후 염증","2023-11",2,30
"크라운 치료 후 염증","2024-10",1,20
"크라운 치료 후 염증","2025-01",3,10
"크라운 치료 후 염증","2025-05",6,30
"어금니 깨짐 레진","2024-06",50,330
"어금니 깨짐 레진","2024-09",60,230
"어금니 깨짐 레진","2024-03",20,140
"어금니 깨짐 레진","2024-07",50,370
"어금니 깨짐 레진","2023-08",10,70
"어금니 깨짐 레진","2024-08",40,290
"어금니 깨짐 레진","2024-12",50,270
"어금니 깨짐 레진","2024-02",10,150
"어금니 깨짐 레진","2023-10",20,100
"어금니 깨짐 레진","2023-12",20,80
"어금니 깨짐 레진","2024-04",20,180
"어금니 깨짐 레진","2025-06",20,170
"어금니 깨짐 레진","2024-11",50,250
"어금니 깨짐 레진","2025-03",40,210
"어금니 깨짐 레진","2025-04",30,180
"어금니 깨짐 레진","2023-07",10,100
"어금니 깨짐 레진","2023-09",10,70
"어금니 깨짐 레진","2024-01",20,120
"어금니 깨짐 레진","2024-05",60,340
"어금니 깨짐 레진","2025-02",30,200
"어금니 깨짐 레진","2023-11",30,80
"어금니 깨짐 레진","2024-10",50,290
"어금니 깨짐 레진","2025-01",30,200
"어금니 깨짐 레진","2025-05",30,170
"신경치료 치아 깨짐","2024-06",5,20
"신경치료 치아 깨짐","2024-09",5,20
"신경치료 치아 깨짐","2024-03",3,40
"신경치료 치아 깨짐","2024-07",3,30
"신경치료 치아 깨짐","2023-08",3,30
"신경치료 치아 깨짐","2024-08",4,20
"신경치료 치아 깨짐","2024-12",4,20
"신경치료 치아 깨짐","2024-02",2,20
"신경치료 치아 깨짐","2023-10",2,30
"신경치료 치아 깨짐","2023-12",5,30
"신경치료 치아 깨짐","2024-04",3,20
"신경치료 치아 깨짐","2025-06",3,80
"신경치료 치아 깨짐","2024-11",3,30
"신경치료 치아 깨짐","2025-03",3,40
"신경치료 치아 깨짐","2025-04",7,50
"신경치료 치아 깨짐","2023-07",4,20
"신경치료 치아 깨짐","2023-09",2,30
"신경치료 치아 깨짐","2024-01",8,50
"신경치료 치아 깨짐","2024-05",4,20
"신경치료 치아 깨짐","2025-02",7,60
"신경치료 치아 깨짐","2023-11",7,30
"신경치료 치아 깨짐","2024-10",2,30
"신경치료 치아 깨짐","2025-01",3,40
"신경치료 치아 깨짐","2025-05",10,60
"앞니 신경치료 과정","2024-06",3,30
"앞니 신경치료 과정","2024-09",1,20
"앞니 신경치료 과정","2024-03",3,20
"앞니 신경치료 과정","2024-07",6,20
"앞니 신경치료 과정","2023-08",2,30
"앞니 신경치료 과정","2024-08",2,30
"앞니 신경치료 과정","2024-12",4,20
"앞니 신경치료 과정","2024-02",3,20
"앞니 신경치료 과정","2023-10",2,20
"앞니 신경치료 과정","2023-12",1,20
"앞니 신경치료 과정","2024-04",5,30
"앞니 신경치료 과정","2025-06",8,50
"앞니 신경치료 과정","2024-11",5,20
"앞니 신경치료 과정","2025-03",5,30
"앞니 신경치료 과정","2025-04",5,40
"앞니 신경치료 과정","2023-07",1,20
"앞니 신경치료 과정","2023-09",5,30
"앞니 신경치료 과정","2024-01",2,40
"앞니 신경치료 과정","2024-05",8,20
"앞니 신경치료 과정","2025-02",10,50
"앞니 신경치료 과정","2023-11",3,20
"앞니 신경치료 과정","2024-10",10,40
"앞니 신경치료 과정","2025-01",4,40
"앞니 신경치료 과정","2025-05",6,40
"어금니 잇몸 염증","2024-06",130,1070
"어금니 잇몸 염증","2024-09",70,970
"어금니 잇몸 염증","2024-03",110,1380
"어금니 잇몸 염증","2024-07",160,1210
"어금니 잇몸 염증","2023-08",120,1050
"어금니 잇몸 염증","2024-08",110,970
"어금니 잇몸 염증","2024-12",140,1130
"어금니 잇몸 염증","2024-02",100,2110
"어금니 잇몸 염증","2023-10",120,1880
"어금니 잇몸 염증","2023-12",110,2130
"어금니 잇몸 염증","2024-04",100,1090
"어금니 잇몸 염증","2025-06",90,770
"어금니 잇몸 염증","2024-11",110,690
"어금니 잇몸 염증","2025-03",70,550
"어금니 잇몸 염증","2025-04",70,580
"어금니 잇몸 염증","2023-07",130,1470
"어금니 잇몸 염증","2023-09",140,1260
"어금니 잇몸 염증","2024-01",130,2580
"어금니 잇몸 염증","2024-05",120,960
"어금니 잇몸 염증","2025-02",70,630
"어금니 잇몸 염증","2023-11",120,1980
"어금니 잇몸 염증","2024-10",80,910
"어금니 잇몸 염증","2025-01",100,1030
"어금니 잇몸 염증","2025-05",80,740
"지르코니아 크라운 제거","2024-06",2,20
"지르코니아 크라운 제거","2024-09",1,10
"지르코니아 크라운 제거","2024-03",2,10
"지르코니아 크라운 제거","2024-07",1,10
"지르코니아 크라운 제거","2024-08",2,10
"지르코니아 크라운 제거","2024-02",6,10
"지르코니아 크라운 제거","2024-04",1,10
"지르코니아 크라운 제거","2025-06",6,20
"지르코니아 크라운 제거","2024-11",0,10
"지르코니아 크라운 제거","2025-03",7,10
"지르코니아 크라운 제거","2025-04",3,10
"지르코니아 크라운 제거","2023-07",2,10
"지르코니아 크라운 제거","2024-05",2,10
"지르코니아 크라운 제거","2025-02",4,10
"지르코니아 크라운 제거","2024-10",2,10
"지르코니아 크라운 제거","2025-01",2,20
"지르코니아 크라운 제거","2025-05",3,20
"잇몸퇴축 치과","2024-12",0,10
"잇몸퇴축 치과","2025-06",5,10
"잇몸퇴축 치과","2024-11",1,10
"잇몸퇴축 치과","2025-03",1,10
"잇몸퇴축 치과","2025-04",0,20
"잇몸퇴축 치과","2023-09",0,10
"잇몸퇴축 치과","2025-02",2,10
"잇몸퇴축 치과","2025-05",3,10
"심한 잇몸 퇴축","2024-03",0,10
"심한 잇몸 퇴축","2023-09",0,10
"심한 잇몸 퇴축","2024-05",1,10
"임플란트 잇몸 퇴축","2024-06",3,20
"임플란트 잇몸 퇴축","2024-09",2,20
"임플란트 잇몸 퇴축","2024-03",8,30
"임플란트 잇몸 퇴축","2024-07",5,20
"임플란트 잇몸 퇴축","2023-08",4,20
"임플란트 잇몸 퇴축","2024-08",2,40
"임플란트 잇몸 퇴축","2024-12",2,30
"임플란트 잇몸 퇴축","2024-02",4,10
"임플란트 잇몸 퇴축","2023-10",5,20
"임플란트 잇몸 퇴축","2023-12",2,10
"임플란트 잇몸 퇴축","2024-04",4,20
"임플란트 잇몸 퇴축","2025-06",6,30
"임플란트 잇몸 퇴축","2024-11",2,20
"임플란트 잇몸 퇴축","2025-03",10,30
"임플란트 잇몸 퇴축","2025-04",5,10
"임플란트 잇몸 퇴축","2023-07",8,20
"임플란트 잇몸 퇴축","2023-09",10,20
"임플란트 잇몸 퇴축","2024-01",3,10
"임플란트 잇몸 퇴축","2024-05",3,30
"임플란트 잇몸 퇴축","2025-02",5,10
"임플란트 잇몸 퇴축","2023-11",1,20
"임플란트 잇몸 퇴축","2024-10",10,50
"임플란트 잇몸 퇴축","2025-01",4,30
"임플란트 잇몸 퇴축","2025-05",7,20
"어금니사이 충치","2024-06",40,400
"어금니사이 충치","2024-09",30,350
"어금니사이 충치","2024-03",40,410
"어금니사이 충치","2024-07",50,430
"어금니사이 충치","2023-08",30,490
"어금니사이 충치","2024-08",50,380
"어금니사이 충치","2024-12",30,400
"어금니사이 충치","2024-02",50,490
"어금니사이 충치","2023-10",50,450
"어금니사이 충치","2023-12",40,420
"어금니사이 충치","2024-04",30,420
"어금니사이 충치","2025-06",30,210
"어금니사이 충치","2024-11",40,350
"어금니사이 충치","2025-03",20,350
"어금니사이 충치","2025-04",20,190
"어금니사이 충치","2023-07",40,460
"어금니사이 충치","2023-09",40,390
"어금니사이 충치","2024-01",30,520
"어금니사이 충치","2024-05",40,410
"어금니사이 충치","2025-02",20,340
"어금니사이 충치","2023-11",50,420
"어금니사이 충치","2024-10",60,360
"어금니사이 충치","2025-01",30,380
"어금니사이 충치","2025-05",30,240
"레진 다시","2024-06",4,20
"레진 다시","2024-09",3,20
"레진 다시","2024-03",0,20
"레진 다시","2024-07",3,20
"레진 다시","2023-08",5,20
"레진 다시","2024-08",4,20
"레진 다시","2024-12",4,20
"레진 다시","2024-02",2,30
"레진 다시","2023-10",7,10
"레진 다시","2023-12",4,10
"레진 다시","2024-04",0,20
"레진 다시","2025-06",3,10
"레진 다시","2024-11",4,20
"레진 다시","2025-03",1,10
"레진 다시","2025-04",0,10
"레진 다시","2023-07",3,30
"레진 다시","2023-09",3,30
"레진 다시","2024-01",4,10
"레진 다시","2024-05",2,20
"레진 다시","2025-02",1,10
"레진 다시","2023-11",3,10
"레진 다시","2024-10",2,20
"레진 다시","2025-01",4,10
"레진 다시","2025-05",1,10
"잇몸치아깨짐","2025-02",0,10
"앞니 잇몸통증","2024-06",40,480
"앞니 잇몸통증","2024-09",30,490
"앞니 잇몸통증","2024-03",60,570
"앞니 잇몸통증","2024-07",40,480
"앞니 잇몸통증","2023-08",50,560
"앞니 잇몸통증","2024-08",30,450
"앞니 잇몸통증","2024-12",30,450
"앞니 잇몸통증","2024-02",40,540
"앞니 잇몸통증","2023-10",40,630
"앞니 잇몸통증","2023-12",50,550
"앞니 잇몸통증","2024-04",50,540
"앞니 잇몸통증","2025-06",40,500
"앞니 잇몸통증","2024-11",50,450
"앞니 잇몸통증","2025-03",30,560
"앞니 잇몸통증","2025-04",50,490
"앞니 잇몸통증","2023-07",50,610
"앞니 잇몸통증","2023-09",50,570
"앞니 잇몸통증","2024-01",50,550
"앞니 잇몸통증","2024-05",40,480
"앞니 잇몸통증","2025-02",50,480
"앞니 잇몸통증","2023-11",50,540
"앞니 잇몸통증","2024-10",50,470
"앞니 잇몸통증","2025-01",40,460
"앞니 잇몸통증","2025-05",40,400
"치아 끝 통증","2024-03",1,10
"치아 끝 통증","2024-07",1,10
"치아 끝 통증","2024-02",0,10
"치아 끝 통증","2023-10",4,10
"치아 끝 통증","2023-12",1,10
"치아 끝 통증","2024-04",1,10
"치아 끝 통증","2025-06",0,10
"치아 끝 통증","2025-03",1,10
"치아 끝 통증","2025-04",0,20
"치아 끝 통증","2025-01",2,10
"치아 끝 통증","2025-05",2,10
"앞니 치아 변색","2024-06",3,30
"앞니 치아 변색","2024-09",10,40
"앞니 치아 변색","2024-03",8,30
"앞니 치아 변색","2024-07",10,100
"앞니 치아 변색","2023-08",4,20
"앞니 치아 변색","2024-08",8,40
"앞니 치아 변색","2024-12",10,50
"앞니 치아 변색","2024-02",3,30
"앞니 치아 변색","2023-10",1,20
"앞니 치아 변색","2023-12",4,20
"앞니 치아 변색","2024-04",3,30
"앞니 치아 변색","2025-06",7,60
"앞니 치아 변색","2024-11",5,60
"앞니 치아 변색","2025-03",9,50
"앞니 치아 변색","2025-04",10,80
"앞니 치아 변색","2023-07",4,30
"앞니 치아 변색","2023-09",3,40
"앞니 치아 변색","2024-01",4,30
"앞니 치아 변색","2024-05",5,30
"앞니 치아 변색","2025-02",8,80
"앞니 치아 변색","2023-11",2,20
"앞니 치아 변색","2024-10",10,30
"앞니 치아 변색","2025-01",9,90
"앞니 치아 변색","2025-05",7,70
"치아 크라운 변색","2024-06",1,20
"치아 크라운 변색","2024-09",2,10
"치아 크라운 변색","2024-03",3,10
"치아 크라운 변색","2024-07",3,10
"치아 크라운 변색","2023-08",9,10
"치아 크라운 변색","2024-08",2,10
"치아 크라운 변색","2024-02",0,10
"치아 크라운 변색","2023-10",3,10
"치아 크라운 변색","2023-12",2,10
"치아 크라운 변색","2024-04",0,10
"치아 크라운 변색","2024-11",1,10
"치아 크라운 변색","2025-03",1,10
"치아 크라운 변색","2025-04",9,20
"치아 크라운 변색","2023-07",6,10
"치아 크라운 변색","2023-09",3,10
"치아 크라운 변색","2024-01",1,10
"치아 크라운 변색","2024-05",1,10
"치아 크라운 변색","2025-02",0,10
"치아 크라운 변색","2023-11",1,10
"치아 크라운 변색","2024-10",1,10
"치아 크라운 변색","2025-01",4,10
"치아 크라운 변색","2025-05",1,10
"동탄치과 미백","2024-09",2,10
"동탄치과 미백","2023-08",4,10
"동탄치과 미백","2024-08",5,10
"동탄치과 미백","2024-12",3,10
"동탄치과 미백","2023-10",2,10
"동탄치과 미백","2025-06",3,10
"동탄치과 미백","2025-03",0,10
"동탄치과 미백","2023-07",2,10
"동탄치과 미백","2024-01",1,10
"동탄치과 미백","2024-05",1,10
"동탄치과 미백","2025-02",3,10
"동탄치과 미백","2024-10",3,10
"동탄치과 미백","2025-01",2,10
"동탄치과 미백","2025-05",2,10
"크라운치아변색","2024-06",6,10
"크라운치아변색","2024-09",2,20
"크라운치아변색","2024-03",3,20
"크라운치아변색","2024-07",3,20
"크라운치아변색","2023-08",5,20
"크라운치아변색","2024-08",2,40
"크라운치아변색","2024-12",5,10
"크라운치아변색","2024-02",1,20
"크라운치아변색","2023-10",1,20
"크라운치아변색","2023-12",1,10
"크라운치아변색","2024-04",4,20
"크라운치아변색","2025-06",5,40
"크라운치아변색","2024-11",4,10
"크라운치아변색","2025-03",1,30
"크라운치아변색","2025-04",7,60
"크라운치아변색","2023-07",2,20
"크라운치아변색","2023-09",0,30
"크라운치아변색","2024-01",3,10
"크라운치아변색","2024-05",2,20
"크라운치아변색","2025-02",0,30
"크라운치아변색","2023-11",7,20
"크라운치아변색","2024-10",3,20
"크라운치아변색","2025-01",4,20
"크라운치아변색","2025-05",10,40
"앞니 미백","2024-06",6,70
